finding,severity,target,remediation,tools_used,cvss,signature,novel
Unauthenticated XXE file disclosure in XML upload handler,high,OWASP Juice Shop file upload:3000,"Disable external entity expansion and DTD loading, reject DOCTYPE declarations, and avoid returning parser output in error messages.",,8.6,"T1190, T1005",no
Open redirect through substring allowlist validation,medium,OWASP Juice Shop redirect route:3000,Validate redirects using parsed URL components and exact host/scheme checks; never use substring matching for allowlists.,,6.1,T1566,no
FTP Download Filter Bypass via Double-Encoded Null Byte Exposes Restricted Artifacts,medium,OWASP Juice Shop / FTP file download route:3000,"Canonicalize and repeatedly decode filenames before validation, reject null bytes, and enforce an allow-list on the final normalized extension.",,6.5,"T1190, T1005",no
Password Change via GET Query Parameters Enables CSRF and Credential Leakage,high,OWASP Juice Shop / password change API:3000,"Use POST with CSRF protection for password changes and accept secrets only in the request body over HTTPS, never in URLs.",,8.1,"T1539, T1550",no
JWT Sessions Remain Valid After Password Change,high,OWASP Juice Shop / JWT session management:3000,Track token version or passwordChangedAt per user and reject JWTs issued before the latest credential change.,,8.1,"T1528, T1550",no
Poison-null-byte file extension bypass exposes blocked FTP backup files,medium,OWASP Juice Shop FTP file server on 10.10.0.21:3000,"Reject null bytes before any truncation, canonicalize the decoded basename, and enforce extension allow-lists on the final canonical filename.",,6.5,T1190,no
Authenticated IDOR exposes other users' records,high,OWASP Juice Shop user API:3000,Enforce per-object authorization checks on user records and avoid sequential predictable identifiers where possible.,,7.5,T1078,no
Unauthenticated GENESIS replica manager allows arbitrary replica creation for pivot staging,high,GENESIS Replica Manager (Uvicorn HTTP):3701,"Require strong authentication/authorization on /replicas and /spawn, validate stack_pin and target_ip against an allowlist, and isolate the manager from attacker-reachable networks.",,8.1,"T1190, T1105",no
Cross-account basket IDOR on /rest/basket/{id},high,OWASP Juice Shop on 10.10.0.21:3000,Add server-side object ownership checks for basket resources and regression tests for cross-account IDs.,,8.1,T1190,no
Login SQL injection mints admin JWT,critical,OWASP Juice Shop on 10.10.0.21:3000,"Parameterize login queries, rotate sessions, and add tests for SQL metacharacters in credentials.",,9.8,"T1190, T1550",no
Unauthenticated security-question disclosure enables account enumeration,medium,OWASP Juice Shop on 10.10.0.21:3000,"Make recovery responses generic, add throttling, and avoid exposing per-account security metadata unauthenticated.",,5.3,T1589,no
Unauthenticated registration mass assignment creates admin accounts,critical,OWASP Juice Shop on 10.10.0.21:3000,"Allow-list registration fields, force default role=customer server-side, and audit existing unauthorized admin accounts.",,9.8,"T1190, T1136",no
Unauthenticated ChromaDB permits arbitrary collection creation and document poisoning,critical,ChromaDB/Uvicorn API:8001,"Enable ChromaDB authentication/authorization, firewall port 8001 to trusted backends only, and treat vector-store contents as untrusted unless integrity-protected.",,9.1,"T1565.001, T1552, T1190",no
Zip Slip arbitrary file write via complaint upload,high,OWASP Juice Shop file upload on 10.10.0.21:3000,"Normalize ZIP entry names, enforce containment with path.relative against the intended extraction root, and reject traversal/absolute paths.",,8.8,"T1190, T1105",no
Unauthenticated Prometheus metrics exposure,low,OWASP Juice Shop metrics endpoint on 10.10.0.21:3000,Restrict /metrics to trusted monitoring networks or require authentication and authorization.,,3.7,T1592,no
Broken Access Control Exposes Global Authentication Details to Any Customer,critical,OWASP Juice Shop 14.5.1 authentication details API:3000,Restrict authentication-details to audited administrators only and remove secrets/tokens/TOTP fields from responses.,,9.1,"T1190, T1552, T1087",no
JWT payload leaks password hash and sensitive user fields,medium,OWASP Juice Shop JWT issuing logic:3000,Issue minimal JWTs and remove sensitive database fields from all token claims.,,6.5,"T1552, T1528",no
JWT signature bypass enables unauthenticated administrator access,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Pin JWT verification to RS256, reject unsigned tokens, prevent algorithm confusion, and rotate all JWT keys/sessions.",,9.8,"T1190, T1552",no
Double-encoded null-byte bypass exposes blocked FTP backup artifacts,medium,OWASP Juice Shop 14.5.1 static /ftp artifact handler:3000,Canonicalize and fully decode filenames before extension checks; reject NUL bytes and serve files from a strict allowlist.,,6.5,"T1083, T1552",no
JWT key reuse enables lateral admin-token replay to adjacent Juice Shop instance,high,OWASP Juice Shop-compatible services on 10.10.0.21:3000 and 10.10.0.20:3000,"Rotate JWT keys per instance, pin issuer/audience, and prevent cross-service token replay.",,8.8,"T1550, T1190",no
JWT RS256-to-HS256 Algorithm Confusion Enables Admin Token Forgery,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Pin JWT verification to RS256 only, reject HS* algorithms for RSA-backed tokens, and upgrade/patch jsonwebtoken usage.",,9.8,"T1190, T1550.001",no
Unsigned alg=none JWT Accepted for Admin Authentication,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Disable alg=none support and explicitly allowlist only the intended signing algorithm during JWT verification.,,9.8,"T1190, T1550.001",no
Cross-Account Basket IDOR via /rest/basket/{id},high,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Add object-level authorization checks on /rest/basket/{id} so the authenticated user id must match the basket owner.,,8.1,"T1190, T1550.001",no
Unauthenticated User Registration Role Mass Assignment Creates Admin Accounts,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Remove role and privileged fields from public registration input, default all self-registered users to customer, and enforce server-side role assignment only by trusted admin workflows.",,9.8,"T1190, T1068",no
Client-controlled token cookie accepted as authentication source,high,OWASP Juice Shop on 10.10.0.21:3000,Remove token-cookie auth fallback or harden it as a server-issued HttpOnly/Secure/SameSite cookie with CSRF protection and JWT algorithm pinning.,,8.1,"T1550, T1539",no
IDOR Allows Any Customer to Read Other Users by Numeric ID,high,OWASP Juice Shop 14.5.1 user API:3000,Add per-object authorization checks so customers can only read their own user object unless explicitly admin.,,7.5,"T1190, T1087",no
Unauthenticated Chromium renderer enables SSRF and file-scheme local file read,critical,chromium_renderer HTTP API:3301,"Require authentication on /render, allowlist schemes/hosts, block file:// and private-network destinations, and run the renderer with strict egress firewalling and least filesystem access.",,9.6,"T1190, T1090, T1005",no
Unauthenticated ChromaDB API exposes internal attack-graph collections,high,ChromaDB/Uvicorn on 10.10.0.1:8001,Restrict ChromaDB network exposure and enforce authentication/authorization before allowing collection enumeration or document retrieval.,,8.2,"T1213, T1552",no
Basket IDOR Allows Cross-Account Basket Disclosure,high,OWASP Juice Shop basket API on 10.10.0.21:3000,Enforce basket ownership checks on all basket read/write routes and avoid exposing sequential basket ids where possible.,,7.5,T1190,no
Unauthenticated Zip Slip arbitrary file write via ZIP upload,high,OWASP Juice Shop file upload:3000,"Normalize each ZIP entry against a fixed upload root, require startsWith(uploadRoot + path.sep), reject absolute/traversal paths, and avoid overwriting existing files.",,8.1,"T1190, T1105",no
Password change is performed via GET without CSRF token,medium,OWASP Juice Shop password change API:3000,Move password change to a non-GET method and require CSRF protection plus re-authentication.,,6.5,T1078,no
Leaked Premium Key Enables Unauthorized Deluxe Membership Activation,medium,OWASP Juice Shop deluxe membership API on 10.10.0.21:3000,"Revoke and rotate exposed premium keys, store only hashed one-time redemption tokens, and keep key artifacts out of web-accessible locations.",,6.5,"T1552, T1098",no
Customer JWT Can Enumerate All Users via /api/Users,high,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Enforce role-based authorization on /api/Users so only admin users can enumerate user records.,,8.1,"T1190, T1550.001",no
Password Change Performed via GET Without CSRF Protection,high,OWASP Juice Shop password-change endpoint on 10.10.0.21:3000,"Move password change to POST/PATCH, require CSRF protection for browser sessions, require current password reauthentication, and redact password hashes from responses.",,8.1,"T1539, T1190",no
Unauthenticated ChromaDB API exposes GENESIS knowledge collections,high,ChromaDB HTTP API (Uvicorn):8001,"Enable ChromaDB authentication, restrict network exposure, and treat stored GENESIS knowledge as sensitive secrets-bearing data.",,8.2,"T1213, T1552",no
Unauthenticated GENESIS Replica Manager exposes state-changing management API,critical,GENESIS Replica Manager 7.0.0 / Uvicorn:3701,"Place Replica Manager behind authenticated admin-only access and block unauthenticated access to /spawn, /replicas, /docs, and /openapi.json.",,9.1,"T1611, T1580, T1190",no
Low-Privilege Customer Can List All User Records,high,OWASP Juice Shop user API on 10.10.0.21:3000,Restrict user listing endpoints to administrators and provide a separate self-profile endpoint for normal customers.,,7.5,"T1190, T1087.001",no
Exposed JWT verification key enables HS256 admin JWT forgery,critical,OWASP Juice Shop 14.5.1 / Node.js 18.14.0,"Remove public access to /encryptionkeys, rotate JWT keys, and enforce a single asymmetric JWT algorithm such as RS256 with explicit algorithm allowlisting.",,9.8,"T1190, T1552",no
OpenAPI-disclosed B2B orderLinesData reaches server-side JavaScript evaluator,high,OWASP Juice Shop 14.5.1 B2B API / notevil JavaScript evaluator:3000,Do not evaluate orderLinesData as JavaScript; parse it strictly as JSON and validate the schema before processing.,,8.1,"T1190, T1059.007",no
Public /ftp artifact exposure with extension-filter bypass leaks backups and crypto clues,medium,OWASP Juice Shop 14.5.1 static /ftp artifact handler:3000,"Disable directory listing, remove backup/bytecode/key files from the web root, and validate canonical decoded filenames against a strict allowlist.",,6.5,"T1190, T1589",no
Public Socket.IO Source Map Disclosure,low,OWASP Juice Shop static Socket.IO asset on 10.10.0.21:3000,Disable source map generation in production builds or block access to *.map files at the web server/static middleware layer.,,3.7,T1592.002,no
B2B Order Creation Lacks Role or Scope Authorization,medium,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Require an explicit B2B role/scope or dedicated OAuth client authorization for /b2b/v2/orders instead of accepting any authenticated customer JWT.,,6.5,"T1190, T1550.001",no
Unauthenticated security-question disclosure and email enumeration,medium,OWASP Juice Shop password recovery API:3000,Make account recovery responses indistinguishable for existing and nonexistent accounts and avoid unauthenticated question disclosure.,,5.3,"T1589, T1110",no
Authenticated server-side JavaScript eval in profile username enables local file disclosure,critical,OWASP Juice Shop profile rendering:3000,"Remove eval() from profile rendering, HTML-encode usernames, and add regression tests that profile fields containing #{...} are rendered literally.",,9.1,"T1190, T1059.007, T1005",no
Unauthenticated ChromaDB document read discloses operational attack intelligence,high,ChromaDB HTTP API (Uvicorn):8001,"Require authentication for ChromaDB collection reads, restrict port 8001 to trusted backends, and scrub secrets/topology from stored documents.",,8.6,"T1213, T1552, T1580",no
Broken Access Control Exposes Full User Directory to Any Customer,high,OWASP Juice Shop 14.5.1 user API:3000,Require administrator role for /api/Users collection listing and return only self-scoped data to customers.,,7.5,"T1190, T1087",no
Low-privilege users can harvest and replay administrator JWTs,critical,OWASP Juice Shop 14.5.1,Enforce object-level authorization on authentication-details and redact all token/secret fields; revoke exposed tokens.,,9.8,"T1550, T1528, T1190",no
Password Change Does Not Revoke Existing JWT Sessions,medium,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Track passwordChangedAt or tokenVersion server-side and reject JWTs issued before password changes; reduce JWT lifetime and add revocation support.,,6.5,T1550.001,no
Unauthenticated role mass assignment creates administrator accounts,critical,OWASP Juice Shop 14.5.1,"Remove role from public registration input, assign customer role server-side, and audit/remove illegitimate admin accounts.",,9.8,"T1190, T1068",no
Login SQL injection issues administrator JWT,critical,OWASP Juice Shop 14.5.1,"Parameterize the login query, add regression tests for tautology payloads, and rotate sessions/tokens issued through the flaw.",,9.8,"T1190, T1059",no
Customer Can Harvest and Replay Admin JWTs from Authentication Details Endpoint,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Do not expose authentication artifacts; enforce admin-only access or current-user scoping and redact/remove all JWT/session tokens from responses.,,9.8,"T1190, T1550.001",no
Password Change Performed via GET Without CSRF Token,medium,OWASP Juice Shop 14.5.1 password-change API:3000,"Move password changes to POST/PATCH, require CSRF protection for browser-authenticated flows, and reject state-changing GET requests.",,6.5,"T1190, T1539",no
Unauthenticated XML entity expansion parsing on /file-upload,medium,OWASP Juice Shop 14.5.1 file upload XML parser / libxmljs legacy dependency:3000,"Disable DTD/entity processing for XML uploads, reject DOCTYPE/ENTITY declarations before parsing, and remove deprecated /file-upload functionality if no longer needed.",,6.5,T1190,no
Customer role can enumerate full user directory,high,OWASP Juice Shop 14.5.1,Enforce role checks on /api/Users collection and per-object ownership checks on user records.,,7.5,"T1087, T1190",no
Security Question Endpoint Leaks Account Existence and Reset Questions,medium,OWASP Juice Shop 14.5.1 password-reset API:3000,Do not disclose password-reset questions before authentication; return uniform responses and rate-limit/reset via verified channels.,,5.3,"T1087, T1589",no
Password change is performed via GET without CSRF token,high,OWASP Juice Shop 14.5.1,"Disable GET password changes, require CSRF-protected POST/PATCH, and invalidate existing sessions after password changes.",,8.1,"T1190, T1539",no
Customer-Readable Authentication Details Leak Replayable Administrator JWTs,critical,OWASP Juice Shop 14.5.1 authentication details API / JWT session management:3000,"Remove JWT/session material from API responses, restrict the endpoint to admins, rotate JWT keys, and invalidate all exposed tokens.",,9.8,"T1552, T1078, T1190",no
JWTs are not revoked after password change,high,OWASP Juice Shop 14.5.1,Invalidate all existing JWTs/session tokens on password change and add server-side token revocation/version checks.,,8.1,"T1550, T1528",no
Security-question endpoint leaks account existence and reset questions,medium,OWASP Juice Shop 14.5.1,"Normalize responses for existing/nonexisting accounts, rate-limit recovery endpoints, and avoid exposing reset-question content before identity verification.",,5.3,"T1589, T1190",no
Unauthenticated SQL Injection in Login Mints Admin JWT,critical,OWASP Juice Shop on 10.10.0.21:3000,Use parameterized queries or ORM query builders for login lookups and reject SQL metacharacter payloads only as defense-in-depth.,,9.8,"T1190, T1059",no
JWT Key Confusion via Exposed Public Key and Unsafe Verification,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT algorithms to RS256, never use public keys as HMAC secrets, remove public directory listing for encryption keys, and rotate JWT signing keys.",,9.8,"T1190, T1552.001",no
Unauthenticated XXE File Disclosure in XML Upload,high,OWASP Juice Shop on 10.10.0.21:3000,"Disable DTD/external entity resolution, prevent network/entity loading, and avoid reflecting parsed XML or parser errors to clients.",,8.6,"T1190, T1005",no
Unauthenticated MongoDB $where JavaScript Injection in Track Order,high,OWASP Juice Shop on 10.10.0.21:3000,Remove $where and query by structured fields only; sanitize route parameters regardless of deployment environment.,,8.1,"T1190, T1059.007",no
SQL injection authentication bypass in Juice Shop login,critical,OWASP Juice Shop on 10.10.0.21:3000,"Parameterize the login query/ORM lookup, normalize email input, and enforce password verification for the matched user.",,9.8,"T1190, T1078",no
JWT alg=none signature bypass permits arbitrary admin tokens,critical,OWASP Juice Shop JWT authorization on 10.10.0.21:3000,Configure JWT verification to allow only RS256 with the configured public key and reject alg=none/unsigned tokens.,,9.8,"T1606, T1078",no
Cross-instance JWT key confusion enables admin access to adjacent Juice Shop,critical,OWASP Juice Shop on 10.10.0.20:3000 and 10.10.0.21:3000,"Pin JWT verification to RS256 only, reject alg=none/HS256 for RSA keys, rotate per-environment keys, and stop exposing signing material through web paths.",,9.1,"T1550, T1190",no
Unauthenticated GENESIS Replica Manager topology disclosure,medium,GENESIS Replica Manager uvicorn API:3701,Enforce authentication/authorization on replica-management endpoints and redact compose_dir/session metadata from normal responses.,,6.5,"T1046, T1580",no
JWT alg=none accepted allows unsigned admin token forgery,critical,OWASP Juice Shop on 10.10.0.21:3000,"Configure JWT verification to allow only the expected signed algorithm, reject alg=none, and never trust the token header to select verification behavior.",,9.8,"T1190, T1550.003",no
Customer-accessible authentication details leak replayable admin JWTs,critical,OWASP Juice Shop authentication details API on 10.10.0.21:3000,Limit authentication-detail records to admin-only use and remove/redact token fields from all API responses.,,9.1,"T1552, T1078",no
Server-side JavaScript injection and local file read in order tracking,critical,OWASP Juice Shop on Node.js v18.14.0,Remove $where/new Function evaluation and query by a validated orderId value using a safe equality filter.,,9.1,"T1190, T1059.007",no
SQL injection authentication bypass returns admin JWT,critical,OWASP Juice Shop authentication API:3000,Use ORM/parameterized queries for login and validate email input; never concatenate credentials into SQL.,,9.8,"T1190, T1110",no
JWT alg=none acceptance enables unsigned admin token forgery,critical,OWASP Juice Shop JWT authorization:3000,Pin accepted JWT algorithms to RS256/expected algorithms only and reject alg=none or unsigned tokens.,,9.8,"T1550.001, T1606",no
Customer-readable authentication history leaks replayable admin JWTs,critical,OWASP Juice Shop user authentication details API:3000,Do not expose historical authentication records or JWTs to customers; redact tokens and restrict any audit endpoint to administrators.,,9.4,"T1552.001, T1550.001",no
Broken access control exposes full user directory to any customer,high,OWASP Juice Shop user API:3000,Require an admin role for listing all users and enforce object-level authorization for user record access.,,8.1,"T1087, T1552",no
Security question endpoint leaks account existence and reset question,medium,OWASP Juice Shop password reset API:3000,Return indistinguishable responses for existing and nonexistent accounts and avoid exposing reset questions pre-authentication.,,5.3,T1589.002,no
Null-byte extension bypass downloads restricted /ftp binary artifact,medium,OWASP Juice Shop /ftp static file handler:3000,"Canonicalize and validate filenames after decoding, reject null bytes, and serve only allowlisted extensions by basename.",,6.5,"T1005, T1083",no
JWT alg=none admin token accepted,critical,OWASP Juice Shop Node/Express on 10.10.0.21:3000,Use a strict JWT verifier with an explicit algorithms allow-list and reject unsigned tokens.,,9.8,"T1190, T1550",no
SQL injection in login grants admin JWT,critical,OWASP Juice Shop Node/Express on 10.10.0.21:3000,Replace string-concatenated SQL with parameterized queries or ORM predicates.,,9.8,T1190,no
Broken authorization exposes full user directory and admin user object to customers,high,OWASP Juice Shop user API on 10.10.0.21:3000,Add role-based checks to /api/Users and object-level self-or-admin checks to /api/Users/{id}.,,8.1,"T1078, T1087",no
Customer-readable authentication-details leaks replayable admin JWTs,high,OWASP Juice Shop Node/Express on 10.10.0.21:3000,Remove this endpoint or restrict it to non-sensitive current-user metadata; never expose active JWTs.,,8.8,"T1550, T1530",no
Server-side JavaScript injection in track-order Mongo $where,critical,OWASP Juice Shop Node/Express on 10.10.0.21:3000,Do not use $where with attacker input; query by a typed orderId field and validate the path parameter.,,9.1,"T1190, T1059.007",no
Authenticated B2B order server-side JavaScript injection via notevil,high,OWASP Juice Shop Node/Express on 10.10.0.21:3000,Parse B2B order lines as JSON/data with schema validation; never evaluate order content as JavaScript.,,8.8,"T1190, T1059.007",no
Customer-readable authentication-details leaks replayable admin JWTs,critical,OWASP Juice Shop on 10.10.0.21:3000,"Restrict authentication-details to the current user, remove JWT/token material from responses, and invalidate exposed tokens immediately.",,9.8,"T1528, T1550.001",no
JWT alg=none signature bypass enables forged admin tokens,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT verification to RS256, reject alg=none/unexpected algorithms, and use a maintained JWT library with explicit algorithms.",,9.8,"T1606, T1550.001",no
Broken authorization exposes user directory and admin configuration to customer JWTs,high,OWASP Juice Shop on 10.10.0.21:3000,Enforce role-based and object-level authorization on all user/admin endpoints; customers should only access their own user object and non-sensitive public config.,,8.1,"T1068, T1550.001",no
JWTs remain valid after password change,medium,OWASP Juice Shop on 10.10.0.21:3000,Add server-side token versioning or revocation checks and rotate the token version on password changes; also reduce JWT lifetime.,,6.8,T1550.001,no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Replace dynamic SQL with parameterized queries/ORM predicates and enforce password verification before issuing tokens.,,9.8,"T1190, T1078",no
External XML Entity Local File Disclosure in File Upload,high,OWASP Juice Shop 14.5.1 file-upload XML handler:3000,Disable DTD/external entity expansion in the XML parser and reject XML uploads containing DOCTYPE/ENTITY declarations.,,8.6,"T1190, T1005",no
FTP Allowlist Bypass Exposes Backup and Binary Artifacts,high,OWASP Juice Shop 14.5.1 static /ftp artifact handler:3000,Remove sensitive artifacts from the web root and validate canonical decoded filenames against a strict allowlist before serving.,,7.5,"T1190, T1083",no
Unsigned JWT alg=none Authentication Bypass,critical,OWASP Juice Shop 14.5.1 JWT authorization middleware and B2B API:3000,"Pin JWT verification to the expected asymmetric algorithm, reject alg=none, and ignore untrusted header-selected algorithms.",,9.8,"T1190, T1078, T1550",no
MongoDB $where Server-Side JavaScript Injection in Track Order,high,OWASP Juice Shop 14.5.1 /rest/track-order route using MarsDB/Mongo-style $where:3000,Remove $where/new Function usage and query by a typed orderId field with strict input validation.,,8.1,"T1190, T1059.007",no
Customer-Accessible Authentication Details Leak Replayable Admin JWTs,critical,OWASP Juice Shop 14.5.1 authentication details API:3000,"Restrict authentication-details to the current user, remove token fields from responses, and revoke/rotate exposed tokens.",,9.1,"T1190, T1552, T1528",no
Unauthenticated Prometheus Metrics Disclosure,low,OWASP Juice Shop 14.5.1 /metrics endpoint:3000,Require authentication or restrict /metrics to an internal management network.,,5.3,T1592,no
JWT Public Key Material Exposed Over HTTP,medium,OWASP Juice Shop 14.5.1 encryption key static route:3000,Remove key files from public routes and pin JWT verification algorithms; rotate keys if the material was used as an HMAC secret anywhere.,,6.5,"T1552.001, T1550",no
Overly Permissive CORS Policy on API Routes,low,OWASP Juice Shop 14.5.1 Express CORS middleware:3000,Restrict CORS origins and headers to trusted frontend origins only.,,4.3,T1185,no
Unauthenticated MarsDB $where Server-Side JavaScript Injection Enables Arbitrary File Read/Write,critical,OWASP Juice Shop 14.5.1 on 10.10.0.21:3000,"Replace the $where JavaScript query with a parameterized exact-match query, validate order IDs with an allowlist, remove eval/new Function usage, and make /juice-shop/ftp non-writable by the application user.",,9.1,"T1190, T1059.007, T1005",no
RS256-to-HS256 JWT algorithm confusion using exposed public key,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT verification to RS256, reject HS* algorithms for RSA-backed tokens, and do not expose verification keys unless algorithm confusion is impossible.",,9.8,"T1190, T1550.003",no
Unauthenticated SSJI Provides Internal HTTP Pivot to Replica Manager,high,OWASP Juice Shop 14.5.1 on 10.10.0.21:3000,Eliminate the SSJI sink and add container egress filtering so the web process cannot reach management networks or write exfiltration files.,,8.6,"T1190, T1090, T1046",no
UNION SQL injection in product search exposes user credential hashes,critical,OWASP Juice Shop product search API:3000,Use parameterized queries or ORM query builders for product search and never interpolate the q parameter into SQL.,,9.1,"T1190, T1005, T1552.001",no
JWT public key material exposed over HTTP,medium,OWASP Juice Shop static encryption keys:3000,"Remove /encryptionkeys from static serving; if public JWT keys must be published, use a controlled JWKS endpoint and ensure JWT verification pins asymmetric algorithms only.",,5.3,T1552.001,no
JWTs remain valid after password change,high,OWASP Juice Shop session/JWT lifecycle:3000,Track passwordChangedAt/tokenVersion per user and reject tokens issued before credential changes; use short JWT lifetimes and refresh-token rotation.,,7.5,"T1528, T1550.001",no
Unauthenticated application configuration disclosure,medium,OWASP Juice Shop application configuration API:3000,Require admin authorization for the admin configuration endpoint and expose only a minimal redacted public configuration if required by the frontend.,,5.3,"T1592.002, T1082",no
Unsigned JWT (alg=none) accepted for admin impersonation,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Pin JWT verification to RS256 and reject alg=none tokens server-side.,,9.8,"T1190, T1550",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,Pin JWT verification to RS256 only and prevent HS256 fallback/confusion.,,9.8,"T1190, T1550",no
Default administrator credentials enabled,critical,OWASP Juice Shop 14.5.1,Disable default accounts and rotate admin credentials.,,9.8,"T1078, T1190",no
User object IDOR allows customer to read admin profile,high,OWASP Juice Shop 14.5.1,Add per-object ownership/role checks to /api/Users/{id}.,,8.1,T1190,no
Security-question password reset enables Jim account takeover,high,OWASP Juice Shop 14.5.1,Remove security-question-only password reset and require verified reset tokens/MFA.,,8.1,"T1078, T1110",no
RS256-to-HS256 JWT algorithm confusion via exposed public key,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT verification to RS256 only, reject HS* for RSA-issued tokens, and ensure public keys are never used as HMAC secrets.",,9.8,"T1606, T1550.001",no
Sequential user IDOR exposes arbitrary user records,high,OWASP Juice Shop on 10.10.0.21:3000,Add object-level authorization checks so customers can only access their own user record; reserve arbitrary user lookup for admins.,,7.5,"T1087, T1550.001",no
Login SQL injection bypass returns admin JWT,critical,OWASP Juice Shop on 10.10.0.21:3000,"Parameterize the login query, validate email input, and return a generic authentication failure for invalid credentials.",,9.8,"T1190, T1550.001",no
JWT nbf claim is not enforced,medium,OWASP Juice Shop on 10.10.0.21:3000,Enable not-before validation in the JWT library and reject tokens whose nbf is in the future.,,6.5,T1550.003,no
JWT RS256-to-HS256 key confusion with exposed public key,critical,OWASP Juice Shop JWT authorization on 10.10.0.21:3000,Pin JWT verification to RS256 only and reject HS256/alg-none tokens; remove public key exposure or ensure it cannot be used as a symmetric secret.,,9.8,"T1606, T1078",no
Public access to admin application-configuration endpoint,low,OWASP Juice Shop configuration API on 10.10.0.21:3000,Split public client configuration from private/admin configuration and require admin authorization for the latter.,,3.7,T1592,no
Login SQL Injection Auth Bypass,critical,OWASP Juice Shop Node.js/Express on 10.10.0.21:3000,Use parameterized queries/prepared statements for login and all SQL access.,,9.8,"T1190, T1059",no
Hardcoded RSA Private Key Enables Admin JWT Forgery,critical,OWASP Juice Shop JWT auth on 10.10.0.21:3000,"Remove embedded private keys, load secrets from a protected secret manager, rotate the keypair, and invalidate existing JWTs.",,9.8,"T1552.001, T1606.001",no
MongoDB/MarsDB $where Server-Side JavaScript Injection,critical,OWASP Juice Shop track-order route on 10.10.0.21:3000,"Remove `$where`, use structured equality queries, and strictly validate order IDs.",,9.8,"T1190, T1059.007",no
XML External Entity File Disclosure in Upload Handler,high,OWASP Juice Shop file upload on 10.10.0.21:3000,"Disable entity expansion and network access in XML parsers, or reject DTDs entirely.",,8.6,T1190,no
Open Redirect via Substring Allowlist Check,medium,OWASP Juice Shop redirect route on 10.10.0.21:3000,Validate redirects by parsing and comparing scheme/host/path against an allowlist; do not use substring matching.,,6.1,T1566.002,no
JWT temporal claim validation bypass permits non-expiring and not-yet-valid tokens,high,OWASP Juice Shop JWT authorization on 10.10.0.21:3000,"Require exp on all tokens, enforce nbf and iat with minimal clock skew, set a short maxAge, and combine with algorithm pinning.",,8.1,"T1606, T1078",no
"class: MarsDB $where/new Function() injection with Node fs module access, hypothesis: the confirmed SSJI can write attacker-controlled files under /juice-shop/ftp that are subsequently downloadable over HTTP.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: SSJI as second-hop internal pivot, hypothesis: the confirmed /rest/track-order server-side JavaScript primitive can make the Juice Shop server request internal-only services and persist the result into the web-exposed FTP directory for retrieval.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"A low-privilege customer JWT can access admin/user collection endpoints /api/Users and /api/Users/1, exposing other users' data without object- or role-level authorization.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"Jim's password reset flow can be completed by supplying the guessable security answer 'Samuel', enabling account takeover without the current password.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"A customer can harvest an administrator JWT from /rest/user/authentication-details/ and replay it to access admin-only user detail endpoints, producing a full customer-to-admin token theft chain.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The confirmed XXE in 10.10.0.21:3000/file-upload can disclose local network topology files such as /proc/net/route, /proc/net/arp, /etc/hosts, and /proc/net/tcp for pivot discovery.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: JWT algorithm confusion, hypothesis: the RS256 token validator on 10.10.0.21:3000 accepts unsigned alg=none tokens with attacker-controlled admin claims.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"The masscan counter corresponds to six known/surfaced web or API listeners, not Windows/AD or non-HTTP protocol-matrix services.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: JWT algorithm confusion, hypothesis: the same 10.10.0.21:3000 JWT verifier also accepts RS256-to-HS256 confusion tokens signed with the public RSA key as the HMAC secret.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
"class: JWT temporal-claim validation, hypothesis: the JWT verifier accepts tokens before their not-before (nbf) time, enabling premature use of time-gated tokens.",medium,10.10.0.21,,,,auto-bridged-from-hypothesis,no
