finding,severity,target,remediation,tools_used,cvss,signature,novel
WebWolf Allows Authenticated Upload and Inline Serving of Active HTML Content,medium,OWASP WebWolf file upload / Spring Boot on Apache Tomcat 10.1.36,Block active file extensions or serve all user uploads as attachments from a separate sandboxed/static origin with non-executable Content-Type.,,6.1,"T1105, T1189",no
Authenticated WebWolf File Upload Provides Attacker-Controlled Staging Channel,low,OWASP WebWolf 2025.3 on Apache Tomcat 10.1.36,"Disable WebWolf file upload outside training or restrict uploads with strict authorization, randomized paths, size/type controls, and expiration.",,3.1,"T1105, T1583.006",no
Publicly Accessible Predictable WebWolf Uploaded Files Enable Payload Staging,medium,OWASP WebWolf 2025.3 file hosting on Apache Tomcat 10.1.36,"Require authentication and per-user authorization for /WebWolf/files/**, randomize stored object names, and expire uploaded content.",,5.3,"T1105, T1583.006",no
Public registration endpoint lacks CSRF protection and creates attacker-chosen accounts,medium,OWASP WebGoat 2025.3 Registration Flow / Spring Boot on Apache Tomcat 10.1.36,Enable Spring Security CSRF protection for /register.mvc and validate Origin/Referer for state-changing requests.,,6.5,"T1185, T1136.001",no
Reachable DOM XSS Sink in WebGoat AJAX Lesson Renderer,medium,OWASP WebGoat 2025.3 client lesson renderer on Apache Tomcat 10.1.36,"Render untrusted feedback/output with textContent/.text(), or sanitize with a strict HTML sanitizer before .html().",,6.1,T1189,no
WebGoat JWT voting endpoint accepts HS512 administrator token forged with weak shared secret,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Replace the hard-coded weak JWT secret with a high-entropy managed key, rotate tokens, and enforce authorization from server-side session/roles rather than client-controlled JWT claims.",,6.5,"T1550.001, T1606",no
WebGoat JWT voting endpoint accepts unsigned alg=none administrator tokens,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Disable unsecured JWT parsing, pin the expected signing algorithm, require a verified JWS signature, and move admin authorization to server-side role checks.",,6.5,"T1550.001, T1606",no
JWT kid header SQL injection enables attacker-controlled HS256 verification key,high,OWASP WebGoat 2025.3 JWTHeaderKIDEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Parameterize the key lookup query, strictly allow-list `kid` values, and reject tokens whose key ID is not a known server-managed identifier.",,8.1,"T1190, T1550.001",no
JWT jku header accepts attacker-hosted JWKS for RS256 key substitution,high,OWASP WebGoat 2025.3 JWTHeaderJKUEndpoint / Spring Boot on Apache Tomcat 10.1.36 with WebWolf file hosting:8080,"Allow-list and pin JWKS origins/key IDs, reject arbitrary `jku` URLs, and verify issuer/audience claims against trusted configuration.",,8.1,"T1550.001, T1606",no
Unauthenticated Spring Boot Actuator Discovery Index Exposure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to the minimum required endpoints and require authenticated administrative access.,,5.3,"T1590.004, T1082",no
Unauthenticated Spring Boot Actuator Health Leaks Database and Filesystem Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable public health details and require an administrative role for detailed actuator health components.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Health/Env/ConfigProps Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,"Restrict actuator endpoints to authenticated administrators, expose only minimal health checks, and disable env/configprops exposure in production.",,6.5,"T1590.004, T1082, T1552.002",no
WebGoat auth redirect leaks JSESSIONID in URL rewriting,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,"Disable URL-based session tracking and use secure, HttpOnly, SameSite cookies over HTTPS only.",,6.1,"T1539, T1550.004",no
WebGoat JWT Voting Endpoint Accepts alg=none Token,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,Pin JWT algorithms server-side and reject unsigned tokens; upgrade/centralize JWT validation so alg=none is never accepted.,,6.5,"T1606, T1550.001",no
Unauthenticated Spring Boot Actuator Config Disclosure Exposes Sensitive Key Names,medium,OWASP WebGoat 2025.3 Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator exposure to health/info only and require administrator authentication on management endpoints.,,5.3,"T1082, T1552.002",no
Public WebGoat JavaScript Loads Obsolete Vulnerable jQuery 2.1.4 and jQuery UI 1.10.3,medium,OWASP WebGoat 2025.3 public static JavaScript:8080,Remove intentionally vulnerable library aliases from production builds and upgrade jQuery/jQuery UI to current patched releases.,,5.4,"CVE-2015-9251, CVE-2021-41182, CVE-2021-41183",no
Authenticated WebGoat service endpoints disclose full Java stack traces on invalid lesson identifiers,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,Disable stack traces in error responses and validate lesson identifiers before dereferencing lesson objects.,,5.3,"T1082, T1590.002",no
WebGoat JWT Voting Lesson Accepts Weak-Secret HS512 Forged Admin Token,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, use strong server-side key management, enforce an allowed algorithm list, and validate issuer/audience/subject/expiry server-side.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Lesson Accepts Unsigned alg=none Admin Token,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Reject alg=none tokens, enforce expected signing algorithms, and verify signatures/claims on the server for every JWT-authenticated action.",,6.5,"T1550.001, T1606",no
Unauthenticated Spring Boot Actuator Health/Env/ConfigProps Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,"Restrict actuator endpoints to authenticated administrators, expose only minimal health checks, and disable env/configprops exposure in production.",,6.5,"T1590.004, T1082, T1552.002",no
WebGoat LessonContentView Uses Unsafe .html() for Server-Supplied Feedback and Output,medium,OWASP WebGoat 2025.3 public frontend JavaScript:8080,Render untrusted lesson feedback/output with textContent/.text() or sanitize with a strict allowlist sanitizer before HTML insertion.,,6.1,"T1189, T1059.007",no
WebGoat JWT Voting Tokens Use Hard-Coded Weak HMAC Secret 'victory',medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded JWT HMAC key with a rotated high-entropy secret managed outside application source/config.,,6.5,"T1552.001, T1606, T1550.001",no
Public WebGoat registration accepts cross-origin no-CSRF account creation,medium,OWASP WebGoat 2025.3 registration flow / Spring Boot on Apache Tomcat 10.1.36,Require CSRF tokens and Origin/Referer validation for registration and other auth state-changing endpoints.,,5.4,"T1189, T1136",no
"JWT voting access_token cookie lacks HttpOnly, SameSite and Secure attributes",medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Set JWT cookies with HttpOnly, Secure, SameSite=Lax/Strict, and a constrained Path; serve only over HTTPS.",,6.1,"T1539, T1550.004",no
Missing Function-Level Access Control on WebGoat Hidden Menu Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,Add explicit authorization checks to hidden function endpoints and remove sensitive function discovery through unauthenticated/error responses.,,6.5,"T1190, T1078.003",no
WebWolf Uploaded Files Are Publicly Readable via Predictable User Paths,medium,OWASP WebWolf / Spring Boot on Apache Tomcat 10.1.36,Enforce per-file authorization on download routes and avoid predictable username/filename object references.,,6.5,"T1190, T1530",no
WebGoat JSESSIONID cookie lacks Secure and SameSite attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve WebGoat over HTTPS and set Secure plus SameSite=Lax or Strict on JSESSIONID.,,5.4,"T1539, T1550.004",no
WebGoat JWT voting tokens signed with weak hard-coded HS512 secret `victory`,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,Replace hard-coded JWT HMAC secrets with high-entropy rotated secrets and never trust client-supplied admin/role claims for authorization decisions.,,6.5,"T1552.001, T1550.001, T1606",no
WebWolf session cookie and redirect leak WEBWOLFSESSION without Secure/SameSite,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Disable URL rewriting and set Secure plus SameSite on WEBWOLFSESSION over HTTPS.,,6.1,"T1539, T1550.004",no
WebWolf accepts WebGoat low-privilege credentials for companion service access,low,OWASP WebWolf / WebGoat shared authentication:9090,Use separate realms/authorization policies for WebWolf if it should not trust all WebGoat users.,,3.7,T1078.003,no
Cross-Service Credential Reuse Enables Authenticated WebWolf Active Content Staging,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,"Use separate WebWolf credentials/authorization, enforce CSRF protection, validate uploaded file types, and serve uploads as attachments from a non-executable origin.",,6.5,"T1078.003, T1105, T1583.006",no
WebGoat JWT voting endpoint accepts unsigned alg=none access_token JWTs,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Disable alg=none, enforce an allowlist of expected JWT algorithms, and verify signatures using a modern JWT parser configuration.",,6.5,"T1550.001, T1606",no
WebWolf File Upload Lacks CSRF Protection and Publishes Forced HTML Uploads Publicly,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,"Require CSRF tokens and same-origin checks for /WebWolf/fileupload, validate file types, and serve uploads as attachments or from a sandboxed domain.",,6.8,"T1189, T1539, T1105",no
WebWolf Public File Staging Allows Same-Name Payload Overwrite,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Make uploaded file URLs immutable or require explicit delete/replace controls with audit logging and cache invalidation.,,6.4,"T1105, T1583.006",no
WebWolf file upload lacks CSRF protection and accepts hostile-origin multipart uploads,medium,OWASP WebWolf file upload / Spring Boot on Apache Tomcat 10.1.36,Require CSRF tokens and Origin/Referer validation on /WebWolf/fileupload; consider restricting uploaded content types and serving with safe Content-Disposition.,,6.5,"T1189, T1105",no
Known public WebGoat static library paths are downloadable and can be statically scanned for obsolete vulnerable client-side libraries or unsafe client code even without sourcemaps.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting API authorizes requests based on the access_token payload without verifying the JWT signature, so a syntactically valid alg=none token can unlock authenticated voting fields compared with no token.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"JWT voting tokens are signed with the hard-coded HMAC secret 'victory', allowing an attacker to mint a new HS512 access_token for an allowed user and receive authenticated voting fields without using the server-issued token.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf hosted uploaded files are globally readable by predictable /WebWolf/files/{username}/{filename} URLs, causing cross-account and anonymous access to user-uploaded content.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"With an authenticated WebGoat session, the JWT voting lesson accepts a client-supplied HS512 JWT signed with weak secret 'victory' and admin=true claims.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf accepts arbitrary .html uploads and serves them back inline from /WebWolf/files/{username}/, making authenticated stored active-content upload possible even though filenames are escaped in the listing.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Prior session handling issues are still present: WebGoat/WebWolf issue JSESSIONID cookies over HTTP without Secure/SameSite and may leak jsessionid via URL rewriting redirects.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The pulled Java source contains JWTVotesEndpoint with a hardcoded HMAC secret and insecure JWT validation/signing logic that is reachable at /WebGoat/JWT/votings.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebGoat registration/login flow can be completed by deriving CSRF/form fields from the public form, enabling authenticated auth-lesson testing without using pre-seeded credentials.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Ordinary authenticated users can trigger verbose Java stack traces from auth lesson service endpoints by varying lesson-id case, disclosing controller class names and exception paths.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The public WebGoat registration endpoint performs account-creation side effects without any CSRF token or authenticated precondition, enabling cross-site forced account creation.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting lesson issues the access_token JWT in a Set-Cookie header without HttpOnly/SameSite/Secure attributes, exposing the token to script access and cross-site transmission risks.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The pulled actuator config artifacts contain embedded endpoint, class, or property names that identify additional reverse-engineering targets or confirm source-level JWT/deserialization sinks for other agents.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The unauthenticated WebGoat actuator endpoints still expose runtime configuration that may reveal internal services or pivot-relevant hostnames.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The pulled Backbone model/controller files disclose concrete WebGoat service endpoint paths that are useful for authenticated testing, while all candidate WAR/JAR/native files in artifact storage are HTML fallbacks and should not be decompiled/fuzzed.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Public frontend JavaScript contains client-side DOM sinks and storage behaviors that can guide XSS/session testing by other agents.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf still issues an HTTP-only session cookie on port 9090 without Secure/SameSite attributes, leaving any later WebWolf pivot/session primitive exposed to theft or fixation over plaintext HTTP.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Third-party frontend artifacts pulled from WebGoat include precise library versions and source-map metadata that can be mapped to known client-side CVEs by the web agents.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf's fileUpload.js and public forms likely do not include anti-CSRF tokens or client-side upload restrictions, making the upload surface simpler for authenticated exploit agents to target with multipart file payloads.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Public WebGoat JavaScript configuration intentionally loads legacy vulnerable libraries (jqueryvuln/jqueryuivuln) that may support DOM-XSS lesson exploitation and should be mapped to exact static paths and versions.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"JWTVotesEndpoint contains a source-level authorization logic flaw because it uses substring membership (`validUsers.contains(user)`) rather than exact username comparison, so crafted usernames including the empty string or concatenated substrings can receive/retain non-guest voting privileges.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Unauthenticated Spring Boot Actuator Metadata Exposure Enables Dependency and Host Topology Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator endpoints to authenticated administrators or an internal management network and disable env/configprops exposure.,,5.3,"T1082, T1590.004, T1552.002",no
A default or successfully registered low-privilege WebGoat account is needed before the SSRF lesson can be evaluated as a localhost pivot oracle; without it every SSRF request is a login redirect.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The registration POST may complete server-side even when the client read times out, so catching the timeout and then logging in can yield a valid session for JWT verification.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebGoat low-privilege account also authenticates to WebWolf, enabling an attacker-controlled file staging primitive on port 9090 for chained SSRF/XSS/JWT/browser-pivot payload hosting.",high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting lesson source issues `access_token` cookies without setting HttpOnly, Secure, or SameSite attributes, making the lesson token accessible to client script and transferable over plaintext HTTP.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf, the companion auth surface on port 9090, reuses the weak Tomcat/Spring session-cookie configuration and issues JSESSIONID without Secure/SameSite on login or protected file upload flows.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf accepts WebGoat credentials across services, creating a cross-application SSO/trust boundary issue where a low-priv WebGoat account automatically gains WebWolf file/mail/jwt access.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf authenticated file upload is a state-changing endpoint without CSRF protection: a logged-in user’s browser can be induced cross-site to upload attacker-chosen content because /WebWolf/fileupload accepts multipart POSTs with no CSRF token and does not reject hostile Origin/Referer.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated /WebGoat/JWT/votings/login?user=<candidate> issues a live HS512 JWT that can be verified and re-signed with weak secret `victory`.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"A JWT voting token re-signed with recovered weak secret `victory` is accepted by the live endpoint, while the same forged payload signed with an incorrect HMAC secret is rejected, giving a deterministic crypto oracle.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The same JWT voting endpoint may also accept alg=none unsigned tokens in the access_token cookie, enabling signature-less claim forgery.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf's authenticated file upload feature on 9090 can host attacker-controlled content that WebGoat or other agents can reach, functioning as an internal staging/exfiltration primitive even without raw network pivot ports.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Files uploaded to WebWolf are anonymously accessible at predictable /WebWolf/files/{username}/{filename} URLs, making the staging channel usable without maintaining a WebWolf session.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pulled WebGoat client-side JavaScript discloses internal routes/API endpoints or weak client-side security controls usable by runtime exploit agents.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The statically observed vulnerable client libraries are served live from WebGoat and include obsolete jQuery/jQuery UI/jQuery Form versions with known XSS/CVE exposure.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat client renderer contains a reachable DOM-XSS sink because AJAX JSON fields feedback/output are inserted into the page with .html() after only backslash unescaping.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Authenticated lesson HTML extraction provides a concrete static endpoint inventory for several sink classes; not all are new vulnerabilities, but they are useful shared attack surface for specialist agents.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
CSRF-unprotected public registration creates attacker-chosen WebGoat accounts,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,Enable CSRF protection and reject foreign-origin POSTs for /WebGoat/register.mvc.,,6.5,"T1185, T1136",no
DOM XSS route-to-.html sink in WebGoat Backbone test route,medium,OWASP WebGoat 2025.3 frontend JavaScript / Backbone on Apache Tomcat:8080,Remove the debug route and replace attacker-influenced `.html()` calls with `.text()` or sanitized HTML via a maintained sanitizer such as DOMPurify.,,6.1,T1189,no
Public WebGoat frontend uses unsafe DOM .html() sinks for server-provided content,medium,OWASP WebGoat 2025.3 frontend JavaScript / Backbone on Apache Tomcat:8080,Use `.text()` for untrusted strings and sanitize any intentionally rich HTML before insertion.,,5.4,T1189,no
Obsolete jQuery 2.1.4 and jQuery UI 1.10.x libraries are publicly served and loaded,low,OWASP WebGoat static JavaScript on Apache Tomcat:8080,Remove intentionally vulnerable dependency aliases and upgrade to maintained jQuery/jQuery UI versions with SRI and dependency scanning.,,3.7,T1190,no
Unauthenticated Spring Boot Actuator env/configprops disclose sensitive configuration keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Expose only required actuator endpoints and require authenticated management access for env/configprops.,,5.3,"T1082, T1552.002",no
Low-privileged user can directly complete/access hidden Missing Function Access Control endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control lesson / Spring Boot on Apache Tomcat 10.1.36,"Enforce server-side authorization and lesson-state checks on hidden lesson endpoints, validate required parameters safely, and disable stack traces in HTTP error responses.",,6.5,"T1190, T1078.003",no
Missing function-level access control on hidden menu completion endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control lesson / Spring Boot on Apache Tomcat 10.1.36,Add server-side authorization/state checks to /WebGoat/access-control/hidden-menu and do not trust hidden UI state.,,6.5,"T1190, T1078.003",no
WebWolf allows authenticated arbitrary HTML upload served as active text/html,medium,OWASP WebWolf file upload on Apache Tomcat:9090,"Enforce a server-side file type allowlist, store uploads outside the web root, serve uploads as attachments/octet-stream, and require CSRF tokens on upload.",,6.5,"T1105, T1189",no
Authenticated WebGoat SSRF Lesson Performs Server-Side HTTP Fetch to Allowed External Host,medium,OWASP WebGoat 2025.3 SSRF lesson on Apache Tomcat:8080,Disable SSRF lesson endpoints outside training environments and enforce strict scheme/host allowlists with no redirects for any server-side URL fetcher.,,5.4,"T1190, T1090",no
JWT voting lesson accepts admin token forged with weak HS512 secret `victory`,high,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded JWT HMAC secret with a high-entropy rotated key and do not authorize admin actions from client-controlled claims.,,8.1,"T1552.002, T1550.001, T1606",no
WebGoat session and JWT cookies lack Secure/SameSite; JWT cookie also lacks HttpOnly,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,"Serve WebGoat over HTTPS and set Secure, HttpOnly, and SameSite=Lax/Strict on session/JWT cookies.",,6.1,"T1539, T1550.004, T1185",no
WebWolf session cookie lacks Secure/SameSite and reuses WebGoat-created credentials,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and set Secure plus SameSite=Lax/Strict on WEBWOLFSESSION.,,6.1,"T1539, T1550.004, T1185",no
Tomcat URL rewriting leaks session identifiers in redirect Location headers,medium,OWASP WebGoat/WebWolf 2025.3 on Apache Tomcat 10.1.36,Disable URL-based session tracking and use cookie-only session tracking with Secure/SameSite flags.,,6.4,"T1539, T1550.004",no
Authenticated WebWolf File Upload Creates Publicly Retrievable Staging URLs,medium,OWASP WebWolf file upload service on Apache Tomcat:9090,"Restrict uploaded file types, store uploads outside the public web root, and enforce authorization checks before file retrieval.",,5.3,"T1105, T1583.006",no
JWT Voting Lesson Accepts HS512 Tokens Signed With Weak HMAC Secret `victory`,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded weak HMAC key with a randomly generated 512-bit secret from a protected secret store and rotate all issued tokens.,,6.5,"T1550.001, T1606",no
JWT Voting Lesson Accepts Unsigned `alg=none` Admin Tokens,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Reject unsigned JWTs, pin the expected signing algorithm, and always verify signatures before trusting claims.",,6.5,"T1550.001, T1606",no
JWT Refresh Lesson Exposes Hard-Coded Credentials and Issues Bearer/Refresh Tokens,medium,OWASP WebGoat 2025.3 JWT Refresh Lesson / Spring Boot on Apache Tomcat 10.1.36,Remove hard-coded credentials from client JavaScript and bind refresh-token issuance to server-side authenticated principals.,,5.7,"T1552.001, T1528",no
WebWolf JWT Workbench Signs Attacker-Controlled Tokens with User-Supplied Secret,medium,OWASP WebWolf JWT workbench on Apache Tomcat:9090,Remove or restrict the JWT encode/decode workbench outside isolated training environments and never allow arbitrary user-controlled signing secrets for production token contexts.,,5.4,"T1606, T1550.001",no
Unauthenticated Spring Boot Actuator Metadata Exposure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator exposure to health/info only and require authentication/network allowlisting for all management endpoints.,,5.3,"T1082, T1590.004, T1552.002",no
Public Registration CSRF Enables Attacker-Created Accounts,medium,OWASP WebGoat 2025.3 registration flow:8080,Require a server-generated CSRF token for registration and reject cross-origin state-changing requests.,,6.5,"T1189, T1136",no
Servlet URL Rewriting Leaks Session Identifiers in Redirect Locations,medium,OWASP WebGoat / WebWolf on Apache Tomcat 10.1.36,Disable URL-based session tracking and use cookie-only session tracking with secure cookie attributes.,,6.1,"T1539, T1550.004",no
Session and JWT Cookies Missing Secure/SameSite Attributes,medium,OWASP WebGoat / WebWolf cookie configuration:8080,"Set Secure, HttpOnly, and SameSite=Lax/Strict on session and token cookies; serve the application only over HTTPS.",,5.4,"T1539, T1550.004",no
Missing Function-Level Access Control on Hidden Menu Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control lesson:8080,Enforce server-side authorization and workflow state checks for hidden or privileged endpoints.,,6.5,"T1190, T1078.003",no
Weak Hard-Coded JWT HMAC Secret Enables Admin Token Forgery,high,OWASP WebGoat 2025.3 JWT voting lesson:8080,Replace hard-coded JWT secrets with high-entropy managed keys and derive privileges server-side rather than trusting client-supplied admin claims.,,8.1,"T1550.001, T1606",no
Predictable IDOR Exposes Other Users' Profiles,medium,OWASP WebGoat 2025.3 IDOR lesson:8080,Perform object ownership checks for every profile ID and use non-enumerable identifiers where appropriate.,,6.5,"T1190, T1087",no
Server-Side Request Forgery via /SSRF/task2 URL Parameter,medium,OWASP WebGoat 2025.3 SSRF lesson:8080,"Use strict URL allowlisting, block private/link-local/loopback address ranges after DNS resolution, and route outbound requests through a controlled proxy.",,6.8,"T1190, T1090",no
XML External Entity Payload Accepted by XXE Endpoint,medium,OWASP WebGoat 2025.3 XXE lesson:8080,Disable DTDs and external entity resolution in all XML parsers and reject unexpected XML content types.,,6.5,"T1190, T1005",no
WebWolf Allows Public Hosting of Attacker-Controlled HTML/JavaScript,medium,OWASP WebWolf file upload:9090,"Restrict upload types, store files outside the web root, and serve user files with attachment disposition and nosniff.",,6.1,"T1105, T1189",no
Authenticated Error Responses Disclose Full Java Stack Traces,medium,OWASP WebGoat 2025.3 / Spring Boot error handling:8080,Disable stack traces and exception details in production error responses; log details server-side only.,,5.3,"T1082, T1592.002",no
Obsolete jQuery UI 1.10.3 Served to Clients,low,OWASP WebGoat static JavaScript / jQuery UI 1.10.3,Upgrade jQuery UI to the latest supported version and remove mislabeled legacy bundles from the web root.,,3.7,"CVE-2016-7103, CVE-2021-41182, CVE-2021-41183",no
Unauthenticated WebGoat Spring Boot Actuator Metadata Exposure Still Present,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator endpoints to authenticated administrators and suppress health details for unauthenticated users.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Env Exposure Still Present,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,"Disable env/configprops actuator exposure or protect all actuator endpoints with authenticated, least-privilege access.",,5.3,"T1082, T1552.002",no
JSESSIONID Leaked in URL-Rewritten Redirect and Missing Secure/SameSite Flags,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Serve WebGoat only over HTTPS, set Secure/HttpOnly/SameSite on session cookies, and disable URL-based session tracking.",,5.4,"T1539, T1550.004",no
No-CSRF Public Self-Registration Creates Usable WebGoat Accounts,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Require and validate CSRF tokens on registration POSTs, and consider rate-limiting/account approval for public self-registration.",,6.5,"T1078.003, T1185",no
WebGoat JWT Voting Endpoint Accepts HS512 Tokens Signed With Weak Secret 'victory',medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Use a high-entropy server-side JWT signing key from secret management, rotate existing keys, bind JWT claims to the authenticated principal, and reject client-controlled privilege claims.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Endpoint Accepts Unsigned alg=none access_token Cookies,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Disable alg=none, allowlist only the intended signed algorithm, and never trust JWT privilege claims unless the signature and session binding are verified.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Lesson Accepts Forged Admin Tokens via alg=none and Weak HS512 Secret,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Reject unsigned JWTs, rotate the hard-coded HMAC secret to a strong server-side secret, pin the expected algorithm, and derive admin authorization server-side instead of trusting client claims.",,6.5,"T1550.001, T1606",no
WebWolf Accepts WebGoat Credentials and Issues Weak Session Cookie Flags,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Enforce HTTPS and set Secure and SameSite on WEBWOLFSESSION; review whether WebWolf should share the WebGoat credential store.,,5.4,"T1539, T1550.004",no
WebGoat JWT Voting Accepts Unsigned alg=none Admin Token via Cookie Channel,medium,OWASP WebGoat 2025.3 JWT Lesson / JWTVotesEndpoint on Apache Tomcat:8080,"Reject unsigned JWTs, pin accepted algorithms server-side, validate signatures for all token sources including cookies, and bind JWT claims to the authenticated session.",,6.5,"T1550.001, T1606",no
