finding,severity,target,remediation,tools_used,cvss,signature,novel
The quarantine URL pointer files contain external/internal download URLs for actual Juicy malware binaries that can now be pulled and reverse engineered.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The renderer /render endpoint exposes local file rendering via file://, allowing filesystem disclosure as screenshots.",low,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The renderer /render SSRF can execute attacker-supplied JavaScript from a data: URL to fetch internal ChromaDB data and render the result, upgrading it from navigation-only SSRF to browser-side internal API read.",high,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Uvicorn service on 10.10.0.1:3701 may expose unauthenticated docs or API routes distinct from the protected 8000 backend.,medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The unauthenticated Replica Manager /replicas endpoint leaks active replica inventory, base URLs, and possibly target mappings useful for lateral movement.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The UNION SQLi reliably exfiltrates all user email:MD5 hashes, but the specific admin hash has changed since prior runs.",critical,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"The XML upload endpoint enables external entity expansion with libxml noent:true, allowing XXE local file disclosure or SSRF through uploaded XML.",high,10.10.0.20,,,,auto-bridged-from-hypothesis,no
"Replica Manager /spawn can be invoked without authentication to create a new managed replica, and /replicas/{id} can tear it down without authentication.",medium,10.10.0.20,,,,auto-bridged-from-hypothesis,no
Null-Byte Bypass Exposes KeePass Password Vault Artifact,high,OWASP Juice Shop 20.0.0 /ftp static file handler:3000,Remove KeePass and incident artifacts from /ftp and reject null-byte filename bypasses after canonicalization.,,7.5,"T1552.001, T1005",no
Hidden Non-Production Klingon i18n File Publicly Exposed,info,OWASP Juice Shop 20.0.0 Angular static assets:3000,Exclude non-production/hidden localization files from production deployments.,,2.7,T1592.002,no
Basket Item IDOR Allows Deleting Another User's Cart Items,high,OWASP Juice Shop 20.0.0 BasketItems API:3000,Enforce ownership checks for every BasketItem update/delete by joining BasketItem to Basket.UserId.,,8.1,"T1190, T1530",no
Unauthenticated SQL Injection in Product Search Dumps User Password Hashes,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Parameterize the product search query and reject direct SQL string concatenation for all user-controlled input.,,9.8,"T1190, T1110.002",no
Null-Byte Extension Bypass Exposes package.json Backup with Vulnerable Dependency Inventory,medium,OWASP Juice Shop static /ftp file handler:3000,Remove backup/config files from the web root and block encoded null bytes plus sensitive extensions in the /ftp download route.,,6.5,"T1083, T1589",no
Public premium.key Disclosure Leaks Deluxe/Premium Token,high,OWASP Juice Shop /encryptionkeys static directory:3000,"Move premium.key out of the web root, rotate the leaked token, and serve key material only through authenticated administrative channels if required.",,7.5,T1552.001,no
JWT Verification Key Exposed and Reusable in JWT Algorithm-Confusion Chains,high,OWASP Juice Shop JWT authentication:3000,"Keep JWT verification keys out of public static paths where possible, pin accepted algorithms, reject alg=none/HS256 confusion, and sanitize/allowlist kid values.",,8.1,"T1552.001, T1606",no
Application Security Detection Rules Publicly Exposed via FTP Null-Byte Bypass,low,OWASP Juice Shop static /ftp file handler:3000,Remove operational security rules from public directories and block YAML/config downloads through the static file handler.,,3.7,T1592,no
Unsigned forged 2FA tmpToken accepted by MFA verification endpoint,critical,OWASP Juice Shop 20.0.0 2FA tmpToken validation:3000,"Reject alg=none for tmpTokens, pin RS256, add expiration/nonce binding, and rotate disclosed TOTP seeds.",,9.1,"T1606, T1556, T1190",no
Negative Quantity Accepted in Basket Item API,medium,OWASP Juice Shop 20.0.0 BasketItems API:3000,Enforce integer minimum/maximum quantity constraints on the server before updating BasketItems.,,6.5,T1190,no
UNION SQL injection in product search dumps user password hashes,critical,OWASP Juice Shop 20.0.0 product search:3000,Replace string-built SQL with bound parameters and add regression tests for UNION/meta-character payloads.,,9.1,"T1190, T1005",no
JWT kid path traversal enables forged HS256 admin tokens,critical,OWASP Juice Shop 20.0.0 Node.js/Express JWT auth:3000,Treat kid as an opaque key identifier from an allowlist; do not use it directly in file paths or permit HS algorithms for RSA tokens.,,9.8,T1606,no
JWT sessions lack expiration claim,medium,OWASP Juice Shop 20.0.0 JWT authentication service:3000,Add short exp lifetimes to access tokens and enforce expiration during JWT verification.,,6.5,"T1550, T1606",no
Low-Privileged Product Tampering Enables Stored XSS Payloads,high,OWASP Juice Shop 20.0.0 Products API:3000,Restrict product update routes to administrators and sanitize/encode product descriptions before storage/rendering.,,8.1,"T1190, T1565.001",no
Leaked TOTP Secret Enables 2FA Bypass for wurstbrot Account,critical,OWASP Juice Shop 20.0.0 2FA flow:3000,"Rotate the exposed TOTP secret, protect TOTP seeds at rest, and bind/rate-limit 2FA tmpTokens server-side.",,9.1,"T1111, T1078",no
Public exposure of JWT verification key enables token-forgery chains,medium,OWASP Juice Shop 20.0.0 encryption key static handler:3000,Remove /encryptionkeys from public static routes and fix JWT verification to prevent public-key-as-HMAC misuse.,,6.5,"T1552, T1606",no
CAPTCHA API Discloses CAPTCHA Answers,medium,OWASP Juice Shop 20.0.0 CAPTCHA endpoint:3000,Store CAPTCHA answers server-side and never include the solution in client responses.,,5.3,T1110.001,no
Unsigned alg=none 2FA tmpToken Accepted,critical,OWASP Juice Shop 20.0.0 2FA verification:3000,"Pin algorithms for tmpToken verification, reject unsigned JWTs, and bind temporary 2FA tokens to server-side one-time state.",,9.1,"T1606, T1111, T1078",no
SQL injection authentication bypass yields admin JWT,critical,OWASP Juice Shop 20.0.0 login API:3000,Use bound SQL/ORM parameters for login and remove raw string concatenation from credential lookup.,,9.8,"T1190, T1078",no
Exposed Detection Rule Reveals Application-Specific Security Monitoring Logic,low,OWASP Juice Shop 20.0.0 /ftp static file handler:3000,Remove security monitoring rules from public paths and fix canonical filename validation for /ftp downloads.,,3.5,T1592.002,no
Unauthenticated internal Redis permits administrative commands and Celery/GENESIS key discovery,critical,Redis 7.2.13 on 172.18.0.9,"Restrict Redis to trusted application networks, enable ACL authentication/TLS, disable dangerous commands, and separate Celery broker data from security-sensitive session material.",,9.1,"T1552, T1021, T1005",no
Unauthenticated ChromaDB exposes internal GENESIS collections and documents,high,ChromaDB 0.5.18 FastAPI on 172.18.0.14:8000 and 172.18.0.1:8001,"Require ChromaDB authentication/authorization, bind it to an app-only network, and review stored collections for leaked secrets or tenant data.",,8.6,"T1530, T1005, T1552",no
JWT RS256-to-HS256 algorithm confusion grants admin access,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,Configure JWT verification with an explicit algorithm allow-list and rotate signing keys after fixing validation.,,9.8,"T1552, T1078",no
Non-admin customer can enumerate full user collection,high,OWASP Juice Shop 20.0.0 user API:3000,Restrict collection listing to admin roles and expose only minimal fields; non-admin users should access only their own profile endpoint.,,7.5,"T1087, T1530",no
Unauthenticated ChromaDB allows vector-store poisoning via collection create/add,high,ChromaDB 0.5.18 FastAPI on 172.18.0.14:8000,"Enable ChromaDB auth, restrict network access, and audit existing collections for injected or untrusted documents.",,8.1,"T1565.001, T1190",no
XML External Entity Injection in /file-upload Reads Local Files,high,OWASP Juice Shop 20.0.0 file upload / libxmljs XML parser:3000,"Disable DTD and external entity expansion in XML parsing, block XML uploads where unnecessary, and avoid reflecting parsed XML or parser errors to users.",,8.1,"T1190, T1005",no
Self-registration mass assignment enables direct admin account creation,critical,OWASP Juice Shop 20.0.0 user registration API:3000,Allowlist registration fields and force role server-side to customer; reserve role changes for authenticated admin-only workflows.,,9.8,"T1136, T1068, T1190",no
Unauthenticated mass assignment creates admin accounts,critical,OWASP Juice Shop 20.0.0 user registration API:3000,Apply server-side field allow-listing and authorization checks before persisting user roles.,,9.8,"T1190, T1068, T1078",no
Unsigned alg=none JWT grants admin API access,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,Disable unsigned JWTs and rotate tokens after enforcing strict signature verification.,,9.8,"T1552, T1078",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace dynamic SQL in /rest/user/login with prepared statements and add regression tests for tautology/comment login payloads.,,9.8,"T1190, T1078",no
Basket object-level authorization bypass (IDOR/BOLA),high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Enforce server-side object ownership on every /rest/basket/{id} access and add negative authorization tests for cross-user basket IDs.,,8.1,"T1190, T1530",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace dynamic SQL construction in the login handler with parameterized queries and server-side password verification.,,9.8,"T1190, T1059",no
Basket object-level authorization bypass / IDOR,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Enforce object ownership checks on every basket id before returning or mutating basket data.,,8.1,"T1190, T1530",no
SQL injection in product search query parameter,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace concatenated SQL in product search with parameterized queries or a safe ORM predicate builder.,,8.6,T1190,no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Use parameterized ORM queries/prepared statements for login and verify passwords server-side before issuing JWTs.,,9.8,"T1190, T1110.001",no
Unauthenticated internal Redis permits arbitrary command execution in Redis context,high,Redis 7.2.13,"Require Redis authentication/ACLs, bind only to trusted interfaces, restrict 6379/tcp with network policy, and disable or rename dangerous commands not required by the application.",,8.1,"T1552, T1210",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace dynamic SQL in login with parameterized queries and add regression tests for SQLi auth-bypass payloads.,,9.8,"T1190, T1552",no
SQL injection authentication bypass yields administrator JWT,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,"Use parameterized ORM queries for login, reject SQL metacharacter concatenation, and perform constant-time password verification before issuing JWTs.",,9.8,"T1190, T1078",no
Boolean SQL Injection in Product Search,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Use parameterized queries/ORM escaping for q and reject SQL metacharacters where possible.,,8.6,T1190,no
Public Exposure of Premium Encryption Key,high,OWASP Juice Shop 20.0.0 static /encryptionkeys file handler:3000,Remove key files from the web root and rotate the exposed premium key immediately.,,7.5,T1552.001,no
Public Exposure of JWT RSA Public Key Material,medium,OWASP Juice Shop 20.0.0 static /encryptionkeys file handler:3000,Remove /encryptionkeys from static serving and keep all JWT key material in private configuration or a key-management service.,,5.3,"T1589, T1552.001",no
Unauthenticated Prometheus Metrics Disclosure,medium,OWASP Juice Shop 20.0.0 /metrics endpoint:3000,Require authentication/network allowlisting for /metrics and remove sensitive business counters from public telemetry.,,5.3,"T1580, T1589",no
Unauthenticated OpenAPI Documentation Disclosure,low,Swagger UI / NextGen B2B API v2.0.0 on OWASP Juice Shop 20.0.0,Restrict Swagger/OpenAPI documentation to authenticated administrative users or remove it in production.,,3.7,T1589,no
JWT signature bypass via accepted alg=none tokens,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Pin JWT verification to RS256 (or a specific strong algorithm), reject alg=none, rotate signing keys, and add regression tests for unsigned tokens.",,9.8,"T1606.001, T1552.007",no
Broken Object-Level Authorization on Basket Retrieval,high,OWASP Juice Shop 20.0.0 /rest/basket API:3000,Authorize basket access against the JWT subject/role before returning basket objects.,,8.1,"T1190, T1530",no
Broken Object-Level Authorization Allows Cross-User Basket Reads,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Enforce object ownership checks for every /rest/basket/{id} read/write operation.,,8.1,"T1190, T1530",no
Unauthenticated SQL Injection in Product Search,critical,OWASP Juice Shop 20.0.0 / Node.js Express SQLite search API:3000,Parameterize the product search SQL and add regression tests for comment and UNION payloads.,,9.1,T1190,no
Cross-account user profile disclosure via /api/Users/{id} IDOR,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Add object-level authorization to /api/Users/{id} and return a minimized profile DTO.,,8.1,"T1190, T1530",no
XXE Local File Disclosure in XML File Upload,critical,OWASP Juice Shop 20.0.0 /file-upload:3000,Disable DTD/external entity resolution in XML parsers and block XML upload types unless explicitly required.,,9.1,"T1190, T1005",no
Null-Byte Extension Filter Bypass in /ftp Download Route,medium,OWASP Juice Shop 20.0.0 /ftp static file handler:3000,Reject encoded null bytes before path normalization and enforce extension allowlists on the fully decoded canonical filename.,,6.5,"T1190, T1005",no
XXE Local File Disclosure in Deprecated File Upload,high,OWASP Juice Shop 20.0.0 / Node.js Express file upload:3000,Do not parse uploaded XML on deprecated routes; disable external entities for all XML processing.,,8.6,"T1190, T1005",no
JWT alg=none authentication forgery accepted by API,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT middleware:3000,"Pin JWT verification to RS256 with the configured public key, disable alg=none, reject unsigned tokens, and avoid deriving authorization from untrusted token payloads alone.",,9.8,"T1550.003, T1190",no
Unauthenticated disclosure of admin application configuration,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Require admin authentication for sensitive configuration and remove OAuth/internal model details from public responses.,,6.5,"T1592, T1589",no
Unauthenticated Administrative Application Configuration Disclosure,medium,OWASP Juice Shop 20.0.0 /rest/admin/application-configuration:3000,Require admin authentication for full configuration and expose only a minimal redacted public client config.,,5.3,T1589,no
Verbose Stack Trace Disclosure in Redirect Route,low,OWASP Juice Shop 20.0.0 /redirect route:3000,Validate required redirect parameters and disable verbose stack traces/error pages in production.,,3.7,T1592,no
Unauthenticated administrative application configuration disclosure,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Require authenticated administrator authorization and redact OAuth/chatbot/internal configuration before returning this endpoint.,,6.5,"T1589, T1087",no
SQL injection authentication bypass in login endpoint,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace string-built SQL with parameterized queries/ORM predicates and return a generic authentication failure for invalid credentials.,,9.8,"T1190, T1059",no
Unauthenticated SQL injection in product search,high,OWASP Juice Shop 20.0.0 / Node.js Express SQLite/Sequelize search:3000,"Use parameterized ORM predicates for search and reject SQL metacharacters only as defense-in-depth, not as the primary control.",,8.6,T1190,no
Basket object-level authorization bypass,high,OWASP Juice Shop 20.0.0 REST API:3000,Enforce object ownership checks on every basket read/write using the authenticated user ID from the verified JWT.,,8.1,"T1190, T1530",no
XML external entity expansion discloses local files via file upload,high,OWASP Juice Shop 20.0.0 file upload XML parser:3000,"Disable DTD and external entity resolution in XML parsers, reject XML containing DOCTYPE/ENTITY declarations, or remove the deprecated upload endpoint.",,8.6,"T1190, T1005",no
Public cryptographic key material exposure,medium,OWASP Juice Shop 20.0.0 static /encryptionkeys handler:3000,"Remove /encryptionkeys from static routing, disable directory indexing, and store keys in a non-web-accessible secret manager.",,6.5,"T1552, T1589",no
FTP static handler exposes backup and incident artifacts via encoded extension bypass,high,OWASP Juice Shop 20.0.0 /ftp static file handler:3000,Do not publish backup/incident files under the web root; canonicalize paths before extension checks and deny encoded null bytes/backups/secrets.,,7.5,"T1530, T1020",no
Unauthenticated Prometheus metrics exposure,low,OWASP Juice Shop 20.0.0 Prometheus metrics endpoint:3000,Restrict /metrics to an internal monitoring network and require a metrics bearer token or mTLS.,,3.7,"T1580, T1082",no
Unauthenticated API documentation exposure,info,OWASP Juice Shop 20.0.0 Swagger UI / OpenAPI:3000,Disable Swagger UI in production or require administrator authentication.,,0.0,T1592,no
Unauthenticated challenge catalog disclosure,info,OWASP Juice Shop 20.0.0 challenge API:3000,Restrict challenge metadata to administrative/debug contexts and remove it from production deployments.,,0.0,"T1592, T1589",no
NextGen B2B API Allows Arbitrary Customer Order Creation,high,OWASP Juice Shop 20.0.0 NextGen B2B API v2,Remove client-controlled customer identity from order creation and enforce customer ownership/entitlement checks.,,8.2,"T1190, T1530",no
SQLi-to-Admin Chain Enables Protected User List Disclosure,high,OWASP Juice Shop 20.0.0 /api/Users:3000,"Fix the login SQL injection, enforce admin-only authorization, and minimize fields returned by /api/Users.",,8.2,"T1190, T1530, T1087.001",no
Reflected UNION SQL Injection in Product Search,critical,OWASP Juice Shop 20.0.0 /rest/products/search:3000,Use bound parameters for product search queries and add regression tests for UNION/boolean SQLi payloads.,,9.1,T1190,no
Hidden Non-Production Localization Artifact Exposed,low,OWASP Juice Shop 20.0.0 static assets:3000,Remove non-production/test localization files from production builds or restrict them from public static serving.,,3.1,T1592,no
Basket object-level authorization bypass permits cross-account reads,high,OWASP Juice Shop 20.0.0 / REST basket API:3000,Check basket ownership on every /rest/basket/{id} request and return 403/404 for non-owned basket IDs.,,8.1,"T1530, T1078",no
Unauthenticated Redis Administrative Access on Internal Network,critical,Redis 7.2.13,"Restrict Redis to trusted clients, enable ACL authentication, and disable or tightly limit administrative commands.",,9.8,"T1210, T1105, T1499",no
Unauthenticated Internal Chroma API Exposes Collections and Secret Metadata,high,Chroma vector database API (Uvicorn):8000,"Require authentication/network isolation for Chroma, remove secrets from metadata, and rotate the exposed X-API-Key.",,8.1,"T1087, T1552, T1530",no
JWT Payload Discloses Password Hash and Sensitive User Fields,high,OWASP Juice Shop 20.0.0 JWT authentication:3000,Issue minimal JWT claims and rotate tokens; never embed password hashes or sensitive database columns in bearer tokens.,,7.5,"T1552.001, T1530",no
Unauthenticated Administrative Configuration Disclosure,medium,OWASP Juice Shop 20.0.0 / Node.js Express admin REST API:3000,Protect the admin configuration route with role-based authorization and minimize returned configuration fields.,,6.5,"T1589, T1592",no
JWT RS256-to-HS256 algorithm confusion enables forged administrator tokens,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT middleware:3000,"Pin JWT verification to a fixed asymmetric algorithm allow-list (RS256 only), never reuse public keys as HMAC secrets, and reject any token whose header algorithm differs from the configured verifier.",,9.8,"T1550.003, T1190",no
B2B API Trusts Client-Supplied Customer ID for Order Creation,high,NextGen B2B API v2.0.0 on OWASP Juice Shop 20.0.0,Bind cid to the authenticated principal or an explicit server-side authorization grant and reject arbitrary client-supplied customer IDs.,,8.1,"T1190, T1530",no
Non-admin users can enumerate all user accounts via /api/Users,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Restrict /api/Users collection listing to admins and minimize returned user fields.,,8.1,"T1087.001, T1530",no
Unauthenticated Prometheus Metrics Disclosure,medium,OWASP Juice Shop 20.0.0 / Express Prometheus metrics:3000,Restrict Prometheus metrics to trusted monitoring infrastructure only.,,5.3,T1592,no
Unauthenticated ChromaDB API exposes vector collection metadata,medium,ChromaDB 0.5.18 HTTP API:8000,"Require authentication for ChromaDB, remove public docs/OpenAPI exposure, and restrict 8000/tcp to only authorized backend services with network policy.",,6.5,"T1580, T1213",no
B2B order API allows arbitrary customer ID order creation,high,OWASP Juice Shop 20.0.0 NextGen B2B API v2,Perform server-side authorization for cid against the authenticated principal; never trust client-supplied customer identifiers for ownership decisions.,,8.1,"T1530, T1078",no
Unauthenticated Replica Manager Allows Control-Plane Inventory and Replica Creation,critical,GENESIS Replica Manager 7.0.0 (Uvicorn/FastAPI):3701,Require strong authentication and network ACLs for all replica-management endpoints; rotate any exposed session/control-plane data.,,9.1,"T1611, T1609, T1021",no
Unauthenticated SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop / Node.js Express:3000,Replace string-concatenated SQL with parameterized queries and use a modern password hashing algorithm such as Argon2id or bcrypt.,,9.8,"T1190, T1059",no
Unauthenticated SQL Injection in Product Search,high,OWASP Juice Shop / Node.js Express:3000,Use bound parameters/replacements for all search predicates and add server-side query validation.,,8.6,T1190,no
XML External Entity File Disclosure in File Upload,high,OWASP Juice Shop / Node.js Express libxmljs upload handler:3000,Disable external entity expansion/network access in XML parsers and never echo parsed XML back in error responses.,,8.1,"T1190, T1005",no
Poison Null Byte File Extension Bypass Exposes Backup Files,medium,OWASP Juice Shop /ftp static file handler:3000,"Reject null-byte encodings before validation and authorize the final canonical filename, not the pre-truncated input.",,6.5,"T1190, T1005",no
Unauthenticated admin application configuration disclosure,medium,OWASP Juice Shop 20.0.0 / REST admin configuration endpoint:3000,Require administrator authentication for configuration endpoints and redact OAuth/client/security metadata from any public configuration response.,,6.5,"T1087, T1589",no
XXE local file disclosure in deprecated file upload endpoint,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Return the deprecation response before parsing upload bodies and configure XML parsing to forbid DTD/external entities.,,8.6,"T1190, T1005",no
Unauthenticated Chroma API Allows Collection Write/Tampering,critical,Chroma vector database API (Uvicorn):8000,"Place Chroma behind authenticated service boundaries, restrict write methods to trusted backend identities, and rotate secrets exposed in collection metadata.",,9.1,"T1565.001, T1552, T1530",no
Non-Admin Users Can Enumerate All User Records,high,OWASP Juice Shop 20.0.0 /api/Users:3000,Require an administrator role for /api/Users and return only redacted fields necessary for the caller.,,8.1,"T1190, T1087.001, T1530",no
Ordinary Customer Can Create B2B Orders for Arbitrary Customer IDs,high,NextGen B2B API v2.0.0 on OWASP Juice Shop 20.0.0,Derive customer ID server-side for normal users and enforce explicit authorization for any customer-id override.,,8.6,"T1190, T1530",no
Sensitive Error-Rule Artifact Exposed via /ftp Null-Byte Bypass,medium,OWASP Juice Shop 20.0.0 /ftp static file handler:3000,Reject encoded null bytes and remove diagnostic/detection-rule artifacts from web-accessible directories.,,5.9,"T1592, T1005",no
Unauthenticated Chatbot Gateway Leaks LLM Backend Errors,low,OWASP Juice Shop 20.0.0 /rest/chat LLM gateway:3000,Authenticate or rate-limit chatbot access and replace raw backend exception text with generic client-facing errors.,,3.7,T1592,no
Non-Admin Users Can Enumerate Full User Collection,high,OWASP Juice Shop 20.0.0 / Node.js Express user API:3000,Enforce role-based authorization on /api/Users and return only the authenticated user's own profile to customers.,,8.1,"T1190, T1087.001, T1530",no
Unauthenticated security-question disclosure for arbitrary accounts,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Do not disclose account-specific security questions or existence to unauthenticated users.,,5.3,"T1589.003, T1087",no
JWT signature verification bypass via alg=none and RS256-to-HS256 confusion,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Pin JWT verification to RS256 only, reject alg=none, never derive accepted algorithms from token headers, and keep key material outside web-accessible paths.",,9.8,"T1550.003, T1190",no
Web-accessible cryptographic key material under /encryptionkeys,high,OWASP Juice Shop 20.0.0 static file handler:3000,"Remove /encryptionkeys from the web root, rotate exposed secrets, and store signing/key material in a non-public secret manager.",,7.5,T1552.001,no
Unauthenticated MongoDB Build Information Disclosure,low,MongoDB 7.0.31,Enable MongoDB authorization and restrict 27017 to trusted application identities/subnets.,,3.7,T1592.002,no
Directory Listing Exposes Cryptographic Key Filenames,medium,OWASP Juice Shop 20.0.0 /encryptionkeys static directory:3000,Disable directory listing and move all cryptographic material outside the web root.,,5.3,"T1552.001, T1592",no
Unauthenticated Exposure of Premium Encryption Key,medium,OWASP Juice Shop 20.0.0 / Express static encryptionkeys directory:3000,"Move secrets outside public web directories, require authorization if key download is absolutely necessary, and rotate exposed keys.",,6.5,T1552.001,no
Unauthenticated encryption key and premium key disclosure,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Remove /encryptionkeys from public static routing and rotate the exposed premium key/JWT material.,,5.3,T1552,no
Any authenticated customer can enumerate all user accounts,high,OWASP Juice Shop 20.0.0 / user management API:3000,Restrict /api/Users to administrators and return only minimal self-account data to customer-role tokens.,,7.5,"T1087, T1530",no
Public backup and internal artifact disclosure via /ftp null-byte extension bypass,medium,OWASP Juice Shop 20.0.0 / Express static /ftp handler:3000,"Reject encoded null bytes, canonicalize paths, and serve only an explicit allowlist of public file extensions from /ftp.",,6.5,"T1552, T1083",no
Exposed Swagger/OpenAPI specification enables authenticated arbitrary B2B order creation,medium,OWASP Juice Shop 20.0.0 NextGen B2B API:3000,Bind B2B cid values to authenticated users/accounts and reject orders for unowned customer identifiers.,,6.5,"T1190, T1078",no
Unauthenticated encryption key and premium key disclosure,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Remove /encryptionkeys from public static routing and rotate the exposed premium key/JWT material.,,5.3,T1552,no
Unauthenticated ChromaDB API exposes vector collection metadata and counts,high,ChromaDB 0.5.18 HTTP API:8000,"Require authentication/authorization for ChromaDB, restrict 8000/tcp to authorized backend services, and block unauthenticated /docs, /openapi.json, /api/v1/collections, and count/query/read/write endpoints.",,7.5,"T1580, T1213, T1213.002",no
Static FTP Null-Byte Extension Bypass Exposes Backup Artifacts,medium,OWASP Juice Shop 20.0.0 / Express /ftp static file handler:3000,Replace extension blacklist logic with canonical path validation and a positive allowlist for downloadable artifacts.,,6.5,"T1083, T1552.001",no
JWT kid header path traversal enables forged admin tokens,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Ignore or strictly allowlist kid values, never resolve kid as a filesystem path, pin JWT algorithms to RS256, and keep key files outside the web root.",,9.8,"T1550.003, T1190",no
JWT payload exposes password hashes and sensitive account fields,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace full-user JWT payloads with minimal signed claims and rotate tokens after deployment.,,7.5,"T1552, T1530",no
JWT alg=none Forgery Accepted by User API,critical,OWASP Juice Shop 20.0.0 / Node.js Express user API JWT authorization:3000,Enforce signature verification and a strict RS256 algorithm allowlist consistently across every authenticated route.,,9.1,"T1606, T1190, T1530",no
JWT verification bypass on /api/Users via alg=none and RS256-to-HS256 confusion,critical,OWASP Juice Shop 20.0.0 / Node.js Express / express-jwt middleware path:3000,Centralize JWT validation and enforce RS256-only verification with the private/public key pair separated from HMAC verification paths.,,9.1,"T1606, T1550.003",no
Unauthenticated SQL Injection Dumps User Credentials via UNION,critical,OWASP Juice Shop 20.0.0 / SQLite product search API:3000,Use bound parameters for product search and rotate/reset credentials exposed by the dump.,,9.8,"T1190, T1003, T1552",no
JWT kid path traversal enables forged-token authentication on /api/Users,critical,OWASP Juice Shop 20.0.0 / Node.js Express / JWT middleware:3000,"Reject untrusted kid values, remove path-based key lookup, and enforce a fixed JWT algorithm/key allowlist.",,9.1,"T1606, T1550.003",no
JWT sessions lack expiration claim,medium,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Add exp to JWTs and enforce short access-token lifetimes with revocation support.,,6.5,"T1528, T1550.003",no
User registration mass assignment grants arbitrary admin role,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Implement strict input allowlisting for registration and set privileged fields exclusively server-side.,,9.8,"T1190, T1078.004",no
JWT kid path traversal enables HS256 public-key signature forgery,critical,OWASP Juice Shop 20.0.0 / Node.js Express JWT auth:3000,"Ignore or strictly whitelist kid values, prevent filesystem path resolution from JWT headers, and pin verification to RS256 only.",,9.8,"T1606.001, T1552.007",no
Sensitive plaintext recovered from textbook RSA-encrypted public artifact,medium,OWASP Juice Shop 20.0.0 /ftp static file handler and encryption artifact:3000,Remove the encrypted announcement and bytecode from public web roots; never use deterministic textbook RSA or per-character encryption; use RSA-OAEP/hybrid authenticated encryption.,,5.3,T1552.001,no
Unauthenticated login bypass via SQL injection in email field,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace string-concatenated SQL in login with parameterized queries and add input validation plus regression tests for SQLi payloads.,,9.8,"T1190, T1059",no
Basket object IDOR permits cross-user cart disclosure,high,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Enforce basket ownership server-side by binding basket queries to the authenticated user's basket ID/user ID.,,8.1,"T1190, T1530",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Replace dynamic SQL in login with parameterized queries/ORM lookups and enforce password verification on the selected user.,,9.8,"T1190, T1078",no
Product search SQL injection discloses Users table data,critical,OWASP Juice Shop 20.0.0 / Node.js Express SQLite-backed product search:3000,Parameterize the product search query and remove direct interpolation of q into SQL.,,9.1,"T1190, T1005",no
Login SQL injection allows admin authentication bypass,critical,OWASP Juice Shop 20.0.0 / Node.js Express:3000,Parameterize the login query and add regression tests proving injected email strings return 401.,,9.8,"T1190, T1078",no
JWT signature bypass via alg=none accepted,critical,OWASP Juice Shop 20.0.0 Node.js/Express JWT authentication:3000,"Pin JWT verification to RS256 only, reject alg=none, and add regression tests that unsigned tokens are denied.",,9.1,"T1606, T1550",no
